cpu,uarch,intrinsic,instruction,extension,latency,throughput(ipc),throughput(cpi),notes
3A4000,GS464V,__crypto_aes128_dec,aes128.dec,msa_crypto,14,0.07(1/14),14,
3A4000,GS464V,__crypto_aes128_enc,aes128.enc,msa_crypto,14,0.07(1/14),14,
3A4000,GS464V,__crypto_aes192_dec,aes192.dec,msa_crypto,16,0.06(1/16),16,
3A4000,GS464V,__crypto_aes192_enc,aes192.enc,msa_crypto,16,0.06(1/16),16,
3A4000,GS464V,__crypto_aes256_dec,aes256.dec,msa_crypto,18,0.06(1/18),18,
3A4000,GS464V,__crypto_aes256_enc,aes256.enc,msa_crypto,18,0.06(1/18),18,
3A4000,GS464V,__crypto_aes_fr_dec,aes.fr.dec,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_aes_fr_enc,aes.fr.enc,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_aes_kg,aes.kg,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_aes_lr_dec,aes.lr.dec,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_aes_lr_enc,aes.lr.enc,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_aes_mc_dec,aes.mc.dec,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_aes_mc_enc,aes.mc.enc,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_aes_sb_dec,aes.sb.dec,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_aes_sb_enc,aes.sb.enc,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_aes_sr_dec,aes.sr.dec,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_aes_sr_enc,aes.sr.enc,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_md5_4r,md5.4r,msa_crypto,7,1,1,
3A4000,GS464V,__crypto_md5_ms,md5.ms,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_sha1_hash_4r,sha1.hash.4r,msa_crypto,7,1,1,
3A4000,GS464V,__crypto_sha1_ms_1,sha1.ms.1,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_sha1_ms_2,sha1.ms.2,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_sha256_hash_2r,sha256.hash.2r,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_sha256_ms_1,sha256.ms.1,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_sha256_ms_2,sha256.ms.2,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_sha512_hash_r_1,sha512.hash.r.1,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_sha512_hash_r_2,sha512.hash.r.2,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_sha512_ms_1,sha512.ms.1,msa_crypto,5,1,1,
3A4000,GS464V,__crypto_sha512_ms_2,sha512.ms.2,msa_crypto,5,1,1,
3A4000,GS464V,__lasx_mxadd_a_b,mxadd.a.b,asx,3,2,0.50,
3A4000,GS464V,__lasx_mxadd_a_d,mxadd.a.d,asx,3,2,0.50,
3A4000,GS464V,__lasx_mxadd_a_h,mxadd.a.h,asx,3,2,0.50,
3A4000,GS464V,__lasx_mxadd_a_w,mxadd.a.w,asx,3,2,0.50,
3A4000,GS464V,__lasx_mxadds_a_b,mxadds.a.b,asx,3,2,0.49,
3A4000,GS464V,__lasx_mxadds_a_d,mxadds.a.d,asx,3,2,0.50,
3A4000,GS464V,__lasx_mxadds_a_h,mxadds.a.h,asx,3,2,0.50,
3A4000,GS464V,__lasx_mxadds_a_w,mxadds.a.w,asx,3,2,0.49,
3A4000,GS464V,__lasx_mxadds_s_b,mxadds.s.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxadds_s_d,mxadds.s.d,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxadds_s_h,mxadds.s.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxadds_s_w,mxadds.s.w,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxadds_u_b,mxadds.u.b,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxadds_u_d,mxadds.u.d,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxadds_u_h,mxadds.u.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxadds_u_w,mxadds.u.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxaddv_b,mxaddv.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxaddv_d,mxaddv.d,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxaddv_h,mxaddv.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxaddv_w,mxaddv.w,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxaddvi_b,mxaddvi.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxaddvi_d,mxaddvi.d,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxaddvi_h,mxaddvi.h,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxaddvi_w,mxaddvi.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxand_v,mxand.v,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxandi_b,mxandi.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxasub_s_b,mxasub.s.b,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxasub_s_d,mxasub.s.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxasub_s_h,mxasub.s.h,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxasub_s_w,mxasub.s.w,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxasub_u_b,mxasub.u.b,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxasub_u_d,mxasub.u.d,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxasub_u_h,mxasub.u.h,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxasub_u_w,mxasub.u.w,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxave_s_b,mxave.s.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxave_s_d,mxave.s.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxave_s_h,mxave.s.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxave_s_w,mxave.s.w,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxave_u_b,mxave.u.b,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxave_u_d,mxave.u.d,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxave_u_h,mxave.u.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxave_u_w,mxave.u.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxaver_s_b,mxaver.s.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxaver_s_d,mxaver.s.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxaver_s_h,mxaver.s.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxaver_s_w,mxaver.s.w,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxaver_u_b,mxaver.u.b,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxaver_u_d,mxaver.u.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxaver_u_h,mxaver.u.h,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxaver_u_w,mxaver.u.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxbclr_b,mxbclr.b,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbclr_d,mxbclr.d,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbclr_h,mxbclr.h,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbclr_w,mxbclr.w,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbclri_b,mxbclri.b,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbclri_d,mxbclri.d,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbclri_h,mxbclri.h,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbclri_w,mxbclri.w,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbinsl_b,mxbinsl.b,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbinsl_d,mxbinsl.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbinsl_h,mxbinsl.h,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbinsl_w,mxbinsl.w,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbinsli_b,mxbinsli.b,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbinsli_d,mxbinsli.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbinsli_h,mxbinsli.h,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbinsli_w,mxbinsli.w,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbinsr_b,mxbinsr.b,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbinsr_d,mxbinsr.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbinsr_h,mxbinsr.h,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbinsr_w,mxbinsr.w,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbinsri_b,mxbinsri.b,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbinsri_d,mxbinsri.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbinsri_h,mxbinsri.h,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbinsri_w,mxbinsri.w,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbmnz_v,mxbmnz.v,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxbmnzi_b,mxbmnzi.b,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxbmz_v,mxbmz.v,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxbmzi_b,mxbmzi.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxbneg_b,mxbneg.b,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbneg_d,mxbneg.d,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbneg_h,mxbneg.h,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbneg_w,mxbneg.w,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbnegi_b,mxbnegi.b,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbnegi_d,mxbnegi.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbnegi_h,mxbnegi.h,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbnegi_w,mxbnegi.w,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbsel,mxbsel,asx,0.50/1,2,0.49,
3A4000,GS464V,__lasx_mxbsel_v,mxbsel.v,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxbseli_b,mxbseli.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxbset_b,mxbset.b,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbset_d,mxbset.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbset_h,mxbset.h,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxbset_w,mxbset.w,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbseti_b,mxbseti.b,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbseti_d,mxbseti.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbseti_h,mxbseti.h,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxbseti_w,mxbseti.w,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxceq_b,mxceq.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxceq_d,mxceq.d,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxceq_h,mxceq.h,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxceq_w,mxceq.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxceqi_b,mxceqi.b,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxceqi_d,mxceqi.d,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxceqi_h,mxceqi.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxceqi_w,mxceqi.w,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxcle_s_b,mxcle.s.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxcle_s_d,mxcle.s.d,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxcle_s_h,mxcle.s.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxcle_s_w,mxcle.s.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxcle_u_b,mxcle.u.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxcle_u_d,mxcle.u.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxcle_u_h,mxcle.u.h,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxcle_u_w,mxcle.u.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxclei_s_b,mxclei.s.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxclei_s_d,mxclei.s.d,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxclei_s_h,mxclei.s.h,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxclei_s_w,mxclei.s.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxclei_u_b,mxclei.u.b,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxclei_u_d,mxclei.u.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxclei_u_h,mxclei.u.h,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxclei_u_w,mxclei.u.w,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxclt_s_b,mxclt.s.b,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxclt_s_d,mxclt.s.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxclt_s_h,mxclt.s.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxclt_s_w,mxclt.s.w,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxclt_u_b,mxclt.u.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxclt_u_d,mxclt.u.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxclt_u_h,mxclt.u.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxclt_u_w,mxclt.u.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxclti_s_b,mxclti.s.b,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxclti_s_d,mxclti.s.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxclti_s_h,mxclti.s.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxclti_s_w,mxclti.s.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxclti_u_b,mxclti.u.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxclti_u_d,mxclti.u.d,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxclti_u_h,mxclti.u.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxclti_u_w,mxclti.u.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxdiv_s_b,mxdiv.s.b,asx,29/51,0.05(1/22),22,
3A4000,GS464V,__lasx_mxdiv_s_d,mxdiv.s.d,asx,8,0.14(1/7),7,
3A4000,GS464V,__lasx_mxdiv_s_h,mxdiv.s.h,asx,17/31,0.07(1/13.33),13.33,
3A4000,GS464V,__lasx_mxdiv_s_w,mxdiv.s.w,asx,11/17,0.11(1/9),9,
3A4000,GS464V,__lasx_mxdiv_u_b,mxdiv.u.b,asx,29/43,0.05(1/20),20,
3A4000,GS464V,__lasx_mxdiv_u_d,mxdiv.u.d,asx,8,0.16(1/6.17),6.17,
3A4000,GS464V,__lasx_mxdiv_u_h,mxdiv.u.h,asx,17/21,0.09(1/11.36),11.36,
3A4000,GS464V,__lasx_mxdiv_u_w,mxdiv.u.w,asx,11/18,0.14(1/7.16),7.16,
3A4000,GS464V,__lasx_mxdotp_s_d,mxdotp.s.d,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxdotp_s_h,mxdotp.s.h,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxdotp_s_q,mxdotp.s.q,asx,7,2,0.50,
3A4000,GS464V,__lasx_mxdotp_s_w,mxdotp.s.w,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxdotp_u_d,mxdotp.u.d,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxdotp_u_h,mxdotp.u.h,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxdotp_u_q,mxdotp.u.q,asx,7,2,0.49,
3A4000,GS464V,__lasx_mxdotp_u_w,mxdotp.u.w,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxdotp_us_d,mxdotp.us.d,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxdotp_us_h,mxdotp.us.h,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxdotp_us_q,mxdotp.us.q,asx,7,2,0.50,
3A4000,GS464V,__lasx_mxdotp_us_w,mxdotp.us.w,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxdpadd_s_d,mxdpadd.s.d,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxdpadd_s_h,mxdpadd.s.h,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxdpadd_s_q,mxdpadd.s.q,asx,7,1.16,0.87,
3A4000,GS464V,__lasx_mxdpadd_s_w,mxdpadd.s.w,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxdpadd_u_d,mxdpadd.u.d,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxdpadd_u_h,mxdpadd.u.h,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxdpadd_u_q,mxdpadd.u.q,asx,7,1.16,0.87,
3A4000,GS464V,__lasx_mxdpadd_u_w,mxdpadd.u.w,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxdpadd_us_d,mxdpadd.us.d,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxdpadd_us_h,mxdpadd.us.h,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxdpadd_us_q,mxdpadd.us.q,asx,7,1.16,0.87,
3A4000,GS464V,__lasx_mxdpadd_us_w,mxdpadd.us.w,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxdpsub_s_d,mxdpsub.s.d,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxdpsub_s_h,mxdpsub.s.h,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxdpsub_s_q,mxdpsub.s.q,asx,7,1.16,0.86,
3A4000,GS464V,__lasx_mxdpsub_s_w,mxdpsub.s.w,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxdpsub_u_d,mxdpsub.u.d,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxdpsub_u_h,mxdpsub.u.h,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxdpsub_u_q,mxdpsub.u.q,asx,7,1.16,0.87,
3A4000,GS464V,__lasx_mxdpsub_u_w,mxdpsub.u.w,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxhadd_s_d,mxhadd.s.d,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxhadd_s_h,mxhadd.s.h,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxhadd_s_q,mxhadd.s.q,asx,3,2,0.49,
3A4000,GS464V,__lasx_mxhadd_s_w,mxhadd.s.w,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxhadd_u_d,mxhadd.u.d,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxhadd_u_h,mxhadd.u.h,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxhadd_u_q,mxhadd.u.q,asx,3,2,0.50,
3A4000,GS464V,__lasx_mxhadd_u_w,mxhadd.u.w,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxhsub_s_d,mxhsub.s.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxhsub_s_h,mxhsub.s.h,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxhsub_s_q,mxhsub.s.q,asx,3,2,0.49,
3A4000,GS464V,__lasx_mxhsub_s_w,mxhsub.s.w,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxhsub_u_d,mxhsub.u.d,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxhsub_u_h,mxhsub.u.h,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxhsub_u_q,mxhsub.u.q,asx,3,2,0.49,
3A4000,GS464V,__lasx_mxhsub_u_w,mxhsub.u.w,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxilvev_b,mxilvev.b,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxilvev_d,mxilvev.d,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxilvev_h,mxilvev.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxilvev_w,mxilvev.w,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxilvl_b,mxilvl.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxilvl_d,mxilvl.d,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxilvl_h,mxilvl.h,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxilvl_w,mxilvl.w,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxilvod_b,mxilvod.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxilvod_d,mxilvod.d,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxilvod_h,mxilvod.h,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxilvod_w,mxilvod.w,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxilvr_b,mxilvr.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxilvr_d,mxilvr.d,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxilvr_h,mxilvr.h,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxilvr_w,mxilvr.w,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxmadd_q_h,mxmadd.q.h,asx,5,1.62,0.62,
3A4000,GS464V,__lasx_mxmadd_q_w,mxmadd.q.w,asx,5,1.62,0.62,
3A4000,GS464V,__lasx_mxmaddr_q_h,mxmaddr.q.h,asx,5,1.62,0.62,
3A4000,GS464V,__lasx_mxmaddr_q_w,mxmaddr.q.w,asx,5,1.62,0.62,
3A4000,GS464V,__lasx_mxmaddv_b,mxmaddv.b,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxmaddv_d,mxmaddv.d,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxmaddv_h,mxmaddv.h,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxmaddv_w,mxmaddv.w,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxmax_a_b,mxmax.a.b,asx,3,2,0.50,
3A4000,GS464V,__lasx_mxmax_a_d,mxmax.a.d,asx,3,2,0.49,
3A4000,GS464V,__lasx_mxmax_a_h,mxmax.a.h,asx,3,2,0.49,
3A4000,GS464V,__lasx_mxmax_a_w,mxmax.a.w,asx,3,2,0.49,
3A4000,GS464V,__lasx_mxmax_s_b,mxmax.s.b,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxmax_s_d,mxmax.s.d,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxmax_s_h,mxmax.s.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxmax_s_w,mxmax.s.w,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxmax_u_b,mxmax.u.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxmax_u_d,mxmax.u.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxmax_u_h,mxmax.u.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxmax_u_w,mxmax.u.w,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxmaxi_s_b,mxmaxi.s.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxmaxi_s_d,mxmaxi.s.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxmaxi_s_h,mxmaxi.s.h,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxmaxi_s_w,mxmaxi.s.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxmaxi_u_b,mxmaxi.u.b,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxmaxi_u_d,mxmaxi.u.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxmaxi_u_h,mxmaxi.u.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxmaxi_u_w,mxmaxi.u.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxmin_a_b,mxmin.a.b,asx,3,2,0.49,
3A4000,GS464V,__lasx_mxmin_a_d,mxmin.a.d,asx,3,2,0.49,
3A4000,GS464V,__lasx_mxmin_a_h,mxmin.a.h,asx,3,2,0.49,
3A4000,GS464V,__lasx_mxmin_a_w,mxmin.a.w,asx,3,2,0.50,
3A4000,GS464V,__lasx_mxmin_s_b,mxmin.s.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxmin_s_d,mxmin.s.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxmin_s_h,mxmin.s.h,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxmin_s_w,mxmin.s.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxmin_u_b,mxmin.u.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxmin_u_d,mxmin.u.d,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxmin_u_h,mxmin.u.h,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxmin_u_w,mxmin.u.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxmini_s_b,mxmini.s.b,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxmini_s_d,mxmini.s.d,asx,2,2,0.50,
3A4000,GS464V,__lasx_mxmini_s_h,mxmini.s.h,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxmini_s_w,mxmini.s.w,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxmini_u_b,mxmini.u.b,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxmini_u_d,mxmini.u.d,asx,2,2,0.49,
3A4000,GS464V,__lasx_mxmini_u_h,mxmini.u.h,asx,1,2,0.49,
3A4000,GS464V,__lasx_mxmini_u_w,mxmini.u.w,asx,1,2,0.50,
3A4000,GS464V,__lasx_mxmod_s_b,mxmod.s.b,asx,29/44,0.04(1/25),25,
3A4000,GS464V,__lasx_mxmod_s_d,mxmod.s.d,asx,8/10,0.10(1/10.25),10.25,
3A4000,GS464V,__lasx_mxmod_s_h,mxmod.s.h,asx,17/25,0.06(1/16),16,
3A4000,GS464V,__lasx_mxmod_s_w,mxmod.s.w,asx,11/15,0.09(1/11.48),11.48,
3A4000,GS464V,__lasx_mxmod_u_b,mxmod.u.b,asx,29/44,0.04(1/23),23,
3A4000,GS464V,__lasx_mxmod_u_d,mxmod.u.d,asx,8/10,0.11(1/9.26),9.26,
3A4000,GS464V,__lasx_mxmod_u_h,mxmod.u.h,asx,17/25,0.06(1/16.54),16.54,
3A4000,GS464V,__lasx_mxmod_u_w,mxmod.u.w,asx,11/15,0.06(1/15.68),15.68,
3A4000,GS464V,__lasx_mxmsub_q_h,mxmsub.q.h,asx,5,1.62,0.62,
3A4000,GS464V,__lasx_mxmsub_q_w,mxmsub.q.w,asx,5,1.62,0.62,
3A4000,GS464V,__lasx_mxmsubr_q_h,mxmsubr.q.h,asx,5,1.62,0.62,
3A4000,GS464V,__lasx_mxmsubr_q_w,mxmsubr.q.w,asx,5,1.62,0.62,
3A4000,GS464V,__lasx_mxmsubv_b,mxmsubv.b,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxmsubv_d,mxmsubv.d,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxmsubv_h,mxmsubv.h,asx,4,2,0.50,
3A4000,GS464V,__lasx_mxmsubv_w,mxmsubv.w,asx,4,2,0.49,
3A4000,GS464V,__lasx_mxmuhv_s_d,mxmuhv.s.d,asx,4,2,0.50,
