cpu,uarch,intrinsic,instruction,extension,latency,throughput(ipc),throughput(cpi),notes
3A4000,GS464V,__msa_min_u_d,min.u.d,msa,2,2,0.49,
3A4000,GS464V,__msa_min_u_h,min.u.h,msa,1,2,0.49,
3A4000,GS464V,__msa_min_u_w,min.u.w,msa,1,2,0.49,
3A4000,GS464V,__msa_mini_s_b,mini.s.b,msa,1,2,0.49,
3A4000,GS464V,__msa_mini_s_d,mini.s.d,msa,2,2,0.49,
3A4000,GS464V,__msa_mini_s_h,mini.s.h,msa,1,2,0.49,
3A4000,GS464V,__msa_mini_s_w,mini.s.w,msa,1,2,0.49,
3A4000,GS464V,__msa_mini_u_b,mini.u.b,msa,1,2,0.49,
3A4000,GS464V,__msa_mini_u_d,mini.u.d,msa,2,2,0.49,
3A4000,GS464V,__msa_mini_u_h,mini.u.h,msa,1,2,0.49,
3A4000,GS464V,__msa_mini_u_w,mini.u.w,msa,1,2,0.49,
3A4000,GS464V,__msa_mod_s_b,mod.s.b,msa,29/44,0.04(1/25),25,
3A4000,GS464V,__msa_mod_s_d,mod.s.d,msa,8/10,0.11(1/9.22),9.22,
3A4000,GS464V,__msa_mod_s_h,mod.s.h,msa,17/25,0.06(1/16),16,
3A4000,GS464V,__msa_mod_s_w,mod.s.w,msa,11/15,0.09(1/11.43),11.43,
3A4000,GS464V,__msa_mod_u_b,mod.u.b,msa,29/44,0.05(1/22),22,
3A4000,GS464V,__msa_mod_u_d,mod.u.d,msa,8/10,0.12(1/8.23),8.23,
3A4000,GS464V,__msa_mod_u_h,mod.u.h,msa,17/25,0.07(1/14.50),14.50,
3A4000,GS464V,__msa_mod_u_w,mod.u.w,msa,11/15,0.08(1/12),12,
3A4000,GS464V,__msa_msub_q_h,msub.q.h,msa,5,1.63,0.61,
3A4000,GS464V,__msa_msub_q_w,msub.q.w,msa,5,1.63,0.61,
3A4000,GS464V,__msa_msubr_q_h,msubr.q.h,msa,5,1.62,0.62,
3A4000,GS464V,__msa_msubr_q_w,msubr.q.w,msa,5,1.63,0.61,
3A4000,GS464V,__msa_msubv_b,msubv.b,msa,4,2,0.49,
3A4000,GS464V,__msa_msubv_d,msubv.d,msa,4,2,0.49,
3A4000,GS464V,__msa_msubv_h,msubv.h,msa,4,2,0.49,
3A4000,GS464V,__msa_msubv_w,msubv.w,msa,4,2,0.49,
3A4000,GS464V,__msa_mul_q_h,mul.q.h,msa,5,2,0.49,
3A4000,GS464V,__msa_mul_q_w,mul.q.w,msa,5,2,0.49,
3A4000,GS464V,__msa_mulr_q_h,mulr.q.h,msa,5,2,0.49,
3A4000,GS464V,__msa_mulr_q_w,mulr.q.w,msa,5,2,0.49,
3A4000,GS464V,__msa_mulv_b,mulv.b,msa,4,2,0.49,
3A4000,GS464V,__msa_mulv_d,mulv.d,msa,4,2,0.49,
3A4000,GS464V,__msa_mulv_h,mulv.h,msa,4,2,0.49,
3A4000,GS464V,__msa_mulv_w,mulv.w,msa,4,2,0.49,
3A4000,GS464V,__msa_nloc_b,nloc.b,msa,2,2,0.49,
3A4000,GS464V,__msa_nloc_d,nloc.d,msa,2,2,0.49,
3A4000,GS464V,__msa_nloc_h,nloc.h,msa,2,2,0.49,
3A4000,GS464V,__msa_nloc_w,nloc.w,msa,2,2,0.49,
3A4000,GS464V,__msa_nlzc_b,nlzc.b,msa,2,2,0.49,
3A4000,GS464V,__msa_nlzc_d,nlzc.d,msa,2,2,0.49,
3A4000,GS464V,__msa_nlzc_h,nlzc.h,msa,2,2,0.49,
3A4000,GS464V,__msa_nlzc_w,nlzc.w,msa,2,2,0.49,
3A4000,GS464V,__msa_nor_v,nor.v,msa,1,2,0.49,
3A4000,GS464V,__msa_nori_b,nori.b,msa,1,2,0.49,
3A4000,GS464V,__msa_or_v,or.v,msa,1,2,0.49,
3A4000,GS464V,__msa_ori_b,ori.b,msa,1,2,0.49,
3A4000,GS464V,__msa_pckev_b,pckev.b,msa,1,2,0.49,
3A4000,GS464V,__msa_pckev_d,pckev.d,msa,1,2,0.49,
3A4000,GS464V,__msa_pckev_h,pckev.h,msa,1,2,0.49,
3A4000,GS464V,__msa_pckev_w,pckev.w,msa,1,2,0.49,
3A4000,GS464V,__msa_pckod_b,pckod.b,msa,1,2,0.49,
3A4000,GS464V,__msa_pckod_d,pckod.d,msa,1,2,0.49,
3A4000,GS464V,__msa_pckod_h,pckod.h,msa,1,2,0.49,
3A4000,GS464V,__msa_pckod_w,pckod.w,msa,1,2,0.49,
3A4000,GS464V,__msa_pcnt_b,pcnt.b,msa,2,2,0.49,
3A4000,GS464V,__msa_pcnt_d,pcnt.d,msa,2,2,0.49,
3A4000,GS464V,__msa_pcnt_h,pcnt.h,msa,2,2,0.49,
3A4000,GS464V,__msa_pcnt_w,pcnt.w,msa,2,2,0.49,
3A4000,GS464V,__msa_sat_s_b,sat.s.b,msa,2,2,0.49,
3A4000,GS464V,__msa_sat_s_d,sat.s.d,msa,2,2,0.49,
3A4000,GS464V,__msa_sat_s_h,sat.s.h,msa,2,2,0.49,
3A4000,GS464V,__msa_sat_s_w,sat.s.w,msa,2,2,0.49,
3A4000,GS464V,__msa_sat_u_b,sat.u.b,msa,2,2,0.49,
3A4000,GS464V,__msa_sat_u_d,sat.u.d,msa,2,2,0.49,
3A4000,GS464V,__msa_sat_u_h,sat.u.h,msa,2,2,0.49,
3A4000,GS464V,__msa_sat_u_w,sat.u.w,msa,2,2,0.49,
3A4000,GS464V,__msa_shf_b,shf.b,msa,1,2,0.49,
3A4000,GS464V,__msa_shf_h,shf.h,msa,1,2,0.49,
3A4000,GS464V,__msa_shf_w,shf.w,msa,1,2,0.49,
3A4000,GS464V,__msa_sll_b,sll.b,msa,1,2,0.49,
3A4000,GS464V,__msa_sll_d,sll.d,msa,1,2,0.49,
3A4000,GS464V,__msa_sll_h,sll.h,msa,1,2,0.49,
3A4000,GS464V,__msa_sll_w,sll.w,msa,1,2,0.49,
3A4000,GS464V,__msa_slli_b,slli.b,msa,1,2,0.49,
3A4000,GS464V,__msa_slli_d,slli.d,msa,1,2,0.49,
3A4000,GS464V,__msa_slli_h,slli.h,msa,1,2,0.49,
3A4000,GS464V,__msa_slli_w,slli.w,msa,1,2,0.49,
3A4000,GS464V,__msa_sra_b,sra.b,msa,1,2,0.49,
3A4000,GS464V,__msa_sra_d,sra.d,msa,1,2,0.49,
3A4000,GS464V,__msa_sra_h,sra.h,msa,1,2,0.49,
3A4000,GS464V,__msa_sra_w,sra.w,msa,1,2,0.49,
3A4000,GS464V,__msa_srai_b,srai.b,msa,1,2,0.49,
3A4000,GS464V,__msa_srai_d,srai.d,msa,1,2,0.49,
3A4000,GS464V,__msa_srai_h,srai.h,msa,1,2,0.49,
3A4000,GS464V,__msa_srai_w,srai.w,msa,1,2,0.49,
3A4000,GS464V,__msa_srar_b,srar.b,msa,3,2,0.49,
3A4000,GS464V,__msa_srar_d,srar.d,msa,3,2,0.49,
3A4000,GS464V,__msa_srar_h,srar.h,msa,3,2,0.49,
3A4000,GS464V,__msa_srar_w,srar.w,msa,3,2,0.49,
3A4000,GS464V,__msa_srari_b,srari.b,msa,3,2,0.49,
3A4000,GS464V,__msa_srari_d,srari.d,msa,3,2,0.49,
3A4000,GS464V,__msa_srari_h,srari.h,msa,3,2,0.49,
3A4000,GS464V,__msa_srari_w,srari.w,msa,3,2,0.49,
3A4000,GS464V,__msa_srl_b,srl.b,msa,1,2,0.49,
3A4000,GS464V,__msa_srl_d,srl.d,msa,1,2,0.49,
3A4000,GS464V,__msa_srl_h,srl.h,msa,1,2,0.49,
3A4000,GS464V,__msa_srl_w,srl.w,msa,1,2,0.49,
3A4000,GS464V,__msa_srli_b,srli.b,msa,1,2,0.49,
3A4000,GS464V,__msa_srli_d,srli.d,msa,1,2,0.49,
3A4000,GS464V,__msa_srli_h,srli.h,msa,1,2,0.49,
3A4000,GS464V,__msa_srli_w,srli.w,msa,1,2,0.49,
3A4000,GS464V,__msa_srlr_b,srlr.b,msa,3,2,0.49,
3A4000,GS464V,__msa_srlr_d,srlr.d,msa,3,2,0.49,
3A4000,GS464V,__msa_srlr_h,srlr.h,msa,3,2,0.49,
3A4000,GS464V,__msa_srlr_w,srlr.w,msa,3,2,0.49,
3A4000,GS464V,__msa_srlri_b,srlri.b,msa,3,2,0.49,
3A4000,GS464V,__msa_srlri_d,srlri.d,msa,3,2,0.49,
3A4000,GS464V,__msa_srlri_h,srlri.h,msa,3,2,0.49,
3A4000,GS464V,__msa_srlri_w,srlri.w,msa,3,2,0.49,
3A4000,GS464V,__msa_subs_s_b,subs.s.b,msa,1,2,0.49,
3A4000,GS464V,__msa_subs_s_d,subs.s.d,msa,1,2,0.49,
3A4000,GS464V,__msa_subs_s_h,subs.s.h,msa,1,2,0.49,
3A4000,GS464V,__msa_subs_s_w,subs.s.w,msa,1,2,0.49,
3A4000,GS464V,__msa_subs_u_b,subs.u.b,msa,1,2,0.49,
3A4000,GS464V,__msa_subs_u_d,subs.u.d,msa,1,2,0.49,
3A4000,GS464V,__msa_subs_u_h,subs.u.h,msa,1,2,0.49,
3A4000,GS464V,__msa_subs_u_w,subs.u.w,msa,1,2,0.49,
3A4000,GS464V,__msa_subsus_u_b,subsus.u.b,msa,2,2,0.49,
3A4000,GS464V,__msa_subsus_u_d,subsus.u.d,msa,2,2,0.49,
3A4000,GS464V,__msa_subsus_u_h,subsus.u.h,msa,2,2,0.49,
3A4000,GS464V,__msa_subsus_u_w,subsus.u.w,msa,2,2,0.49,
3A4000,GS464V,__msa_subsuu_s_b,subsuu.s.b,msa,2,2,0.49,
3A4000,GS464V,__msa_subsuu_s_d,subsuu.s.d,msa,2,2,0.49,
3A4000,GS464V,__msa_subsuu_s_h,subsuu.s.h,msa,2,2,0.49,
3A4000,GS464V,__msa_subsuu_s_w,subsuu.s.w,msa,2,2,0.49,
3A4000,GS464V,__msa_subv_b,subv.b,msa,1,2,0.49,
3A4000,GS464V,__msa_subv_d,subv.d,msa,1,2,0.49,
3A4000,GS464V,__msa_subv_h,subv.h,msa,1,2,0.49,
3A4000,GS464V,__msa_subv_w,subv.w,msa,1,2,0.49,
3A4000,GS464V,__msa_subvi_b,subvi.b,msa,1,2,0.49,
3A4000,GS464V,__msa_subvi_d,subvi.d,msa,1,2,0.49,
3A4000,GS464V,__msa_subvi_h,subvi.h,msa,1,2,0.49,
3A4000,GS464V,__msa_subvi_w,subvi.w,msa,1,2,0.49,
3A4000,GS464V,__msa_vshf_b,vshf.b,msa,1,2,0.49,
3A4000,GS464V,__msa_vshf_d,vshf.d,msa,1,2,0.49,
3A4000,GS464V,__msa_vshf_h,vshf.h,msa,1,2,0.49,
3A4000,GS464V,__msa_vshf_w,vshf.w,msa,1,2,0.49,
3A4000,GS464V,__msa_xor_v,xor.v,msa,1,2,0.49,
3A4000,GS464V,__msa_xori_b,xori.b,msa,1,2,0.49,
3A4000,GS464V,packsshb,packsshb,mmi,1,2,0.49,
3A4000,GS464V,packsswh,packsswh,mmi,1,2,0.49,
3A4000,GS464V,packushb,packushb,mmi,1,2,0.49,
3A4000,GS464V,paddb_s,paddb.s,mmi,1,2,0.49,
3A4000,GS464V,paddb_u,paddb.u,mmi,1,2,0.49,
3A4000,GS464V,paddd_s,paddd.s,mmi,1,2,0.49,
3A4000,GS464V,paddd_u,paddd.u,mmi,1,2,0.49,
3A4000,GS464V,paddh_s,paddh.s,mmi,1,2,0.49,
3A4000,GS464V,paddh_u,paddh.u,mmi,1,2,0.49,
3A4000,GS464V,paddsb,paddsb,mmi,1,2,0.49,
3A4000,GS464V,paddsh,paddsh,mmi,1,2,0.49,
3A4000,GS464V,paddusb,paddusb,mmi,1,2,0.49,
3A4000,GS464V,paddush,paddush,mmi,1,2,0.49,
3A4000,GS464V,paddw_s,paddw.s,mmi,1,2,0.49,
3A4000,GS464V,paddw_u,paddw.u,mmi,1,2,0.49,
3A4000,GS464V,pandn_sb,pandn.sb,mmi,1,2,0.49,
3A4000,GS464V,pandn_sd,pandn.sd,mmi,1,2,0.49,
3A4000,GS464V,pandn_sh,pandn.sh,mmi,1,2,0.49,
3A4000,GS464V,pandn_sw,pandn.sw,mmi,1,2,0.49,
3A4000,GS464V,pandn_ub,pandn.ub,mmi,1,2,0.50,
3A4000,GS464V,pandn_ud,pandn.ud,mmi,1,2,0.50,
3A4000,GS464V,pandn_uh,pandn.uh,mmi,1,2,0.49,
3A4000,GS464V,pandn_uw,pandn.uw,mmi,1,2,0.49,
3A4000,GS464V,pasubub,pasubub,mmi,2,2,0.49,
3A4000,GS464V,pavgb,pavgb,mmi,1,2,0.49,
3A4000,GS464V,pavgh,pavgh,mmi,1,2,0.49,
3A4000,GS464V,pcmpeqb_s,pcmpeqb.s,mmi,1,2,0.49,
3A4000,GS464V,pcmpeqb_u,pcmpeqb.u,mmi,1,2,0.49,
3A4000,GS464V,pcmpeqh_s,pcmpeqh.s,mmi,1,2,0.49,
3A4000,GS464V,pcmpeqh_u,pcmpeqh.u,mmi,1,2,0.49,
3A4000,GS464V,pcmpeqw_s,pcmpeqw.s,mmi,1,2,0.49,
3A4000,GS464V,pcmpeqw_u,pcmpeqw.u,mmi,1,2,0.49,
3A4000,GS464V,pcmpgtb_s,pcmpgtb.s,mmi,1,2,0.49,
3A4000,GS464V,pcmpgtb_u,pcmpgtb.u,mmi,1,2,0.49,
3A4000,GS464V,pcmpgth_s,pcmpgth.s,mmi,1,2,0.49,
3A4000,GS464V,pcmpgth_u,pcmpgth.u,mmi,1,2,0.49,
3A4000,GS464V,pcmpgtw_s,pcmpgtw.s,mmi,1,2,0.49,
3A4000,GS464V,pcmpgtw_u,pcmpgtw.u,mmi,1,2,0.49,
3A4000,GS464V,pinsrh_0_s,pinsrh.0.s,mmi,1,2,0.49,
3A4000,GS464V,pinsrh_0_u,pinsrh.0.u,mmi,1,2,0.49,
3A4000,GS464V,pinsrh_1_s,pinsrh.1.s,mmi,1,2,0.49,
3A4000,GS464V,pinsrh_1_u,pinsrh.1.u,mmi,1,2,0.49,
3A4000,GS464V,pinsrh_2_s,pinsrh.2.s,mmi,1,2,0.49,
3A4000,GS464V,pinsrh_2_u,pinsrh.2.u,mmi,1,2,0.49,
3A4000,GS464V,pinsrh_3_s,pinsrh.3.s,mmi,1,2,0.49,
3A4000,GS464V,pinsrh_3_u,pinsrh.3.u,mmi,1,2,0.49,
3A4000,GS464V,pmaddhw,pmaddhw,mmi,0.50/4,2,0.49,
3A4000,GS464V,pmaxsh,pmaxsh,mmi,1,2,0.49,
3A4000,GS464V,pmaxub,pmaxub,mmi,1,2,0.49,
3A4000,GS464V,pminsh,pminsh,mmi,1,2,0.49,
3A4000,GS464V,pminub,pminub,mmi,1,2,0.49,
3A4000,GS464V,pmovmskb_s,pmovmskb.s,mmi,2,2,0.49,
3A4000,GS464V,pmovmskb_u,pmovmskb.u,mmi,2,2,0.49,
3A4000,GS464V,pmulhh,pmulhh,mmi,4,2,0.49,
3A4000,GS464V,pmulhuh,pmulhuh,mmi,4,2,0.49,
3A4000,GS464V,pmullh,pmullh,mmi,4,2,0.49,
3A4000,GS464V,pmuluw,pmuluw,mmi,4,2,0.49,
3A4000,GS464V,psadbh,psadbh,mmi,1,1,1,
3A4000,GS464V,psubb_s,psubb.s,mmi,1,2,0.49,
3A4000,GS464V,psubb_u,psubb.u,mmi,1,2,0.49,
3A4000,GS464V,psubd_s,psubd.s,mmi,1,2,0.49,
3A4000,GS464V,psubd_u,psubd.u,mmi,1,2,0.49,
3A4000,GS464V,psubh_s,psubh.s,mmi,1,2,0.49,
3A4000,GS464V,psubh_u,psubh.u,mmi,1,2,0.49,
3A4000,GS464V,psubsb,psubsb,mmi,1,2,0.49,
3A4000,GS464V,psubsh,psubsh,mmi,1,2,0.49,
3A4000,GS464V,psubusb,psubusb,mmi,1,2,0.49,
3A4000,GS464V,psubush,psubush,mmi,1,2,0.49,
3A4000,GS464V,psubw_s,psubw.s,mmi,1,2,0.49,
3A4000,GS464V,psubw_u,psubw.u,mmi,1,2,0.49,
3A4000,GS464V,punpckhbh_s,punpckhbh.s,mmi,1,2,0.49,
3A4000,GS464V,punpckhbh_u,punpckhbh.u,mmi,1,2,0.49,
3A4000,GS464V,punpckhhw_s,punpckhhw.s,mmi,1,2,0.49,
3A4000,GS464V,punpckhhw_u,punpckhhw.u,mmi,1,2,0.49,
3A4000,GS464V,punpckhwd_s,punpckhwd.s,mmi,1,2,0.49,
3A4000,GS464V,punpckhwd_u,punpckhwd.u,mmi,1,2,0.49,
3A4000,GS464V,punpcklbh_s,punpcklbh.s,mmi,1,2,0.49,
3A4000,GS464V,punpcklbh_u,punpcklbh.u,mmi,1,2,0.49,
3A4000,GS464V,punpcklhw_s,punpcklhw.s,mmi,1,2,0.49,
3A4000,GS464V,punpcklhw_u,punpcklhw.u,mmi,1,2,0.49,
3A4000,GS464V,punpcklwd_s,punpcklwd.s,mmi,1,2,0.49,
3A4000,GS464V,punpcklwd_u,punpcklwd.u,mmi,1,2,0.49,
