__builtin_msa_or_v	v16u8	v16u8 a, v16u8 b
__builtin_msa_ori_b	v16u8	v16u8 a, int imm0_255
__builtin_msa_pckev_b	v16i8	v16i8 a, v16i8 b
__builtin_msa_pckev_d	v2i64	v2i64 a, v2i64 b
__builtin_msa_pckev_h	v8i16	v8i16 a, v8i16 b
__builtin_msa_pckev_w	v4i32	v4i32 a, v4i32 b
__builtin_msa_pckod_b	v16i8	v16i8 a, v16i8 b
__builtin_msa_pckod_d	v2i64	v2i64 a, v2i64 b
__builtin_msa_pckod_h	v8i16	v8i16 a, v8i16 b
__builtin_msa_pckod_w	v4i32	v4i32 a, v4i32 b
__builtin_msa_pcnt_b	v16i8	v16i8 a
__builtin_msa_pcnt_d	v2i64	v2i64 a
__builtin_msa_pcnt_h	v8i16	v8i16 a
__builtin_msa_pcnt_w	v4i32	v4i32 a
__builtin_msa_sat_s_b	v16i8	v16i8 a, int imm0_7
__builtin_msa_sat_s_d	v2i64	v2i64 a, int imm0_63
__builtin_msa_sat_s_h	v8i16	v8i16 a, int imm0_15
__builtin_msa_sat_s_w	v4i32	v4i32 a, int imm0_31
__builtin_msa_sat_u_b	v16u8	v16u8 a, int imm0_7
__builtin_msa_sat_u_d	v2u64	v2u64 a, int imm0_63
__builtin_msa_sat_u_h	v8u16	v8u16 a, int imm0_15
__builtin_msa_sat_u_w	v4u32	v4u32 a, int imm0_31
__builtin_msa_shf_b	v16i8	v16i8 a, int imm0_255
__builtin_msa_shf_h	v8i16	v8i16 a, int imm0_255
__builtin_msa_shf_w	v4i32	v4i32 a, int imm0_255
__builtin_msa_sld_b	v16i8	v16i8 a, v16i8 b, i32 imm
__builtin_msa_sld_d	v2i64	v2i64 a, v2i64 b, i32 imm
__builtin_msa_sld_h	v8i16	v8i16 a, v8i16 b, i32 imm
__builtin_msa_sld_w	v4i32	v4i32 a, v4i32 b, i32 imm
__builtin_msa_sldi_b	v16i8	v16i8 a, v16i8 b, int imm0_15
__builtin_msa_sldi_d	v2i64	v2i64 a, v2i64 b, int imm0_1
__builtin_msa_sldi_h	v8i16	v8i16 a, v8i16 b, int imm0_7
__builtin_msa_sldi_w	v4i32	v4i32 a, v4i32 b, int imm0_3
__builtin_msa_sll_b	v16i8	v16i8 a, v16i8 b
__builtin_msa_sll_d	v2i64	v2i64 a, v2i64 b
__builtin_msa_sll_h	v8i16	v8i16 a, v8i16 b
__builtin_msa_sll_w	v4i32	v4i32 a, v4i32 b
__builtin_msa_slli_b	v16i8	v16i8 a, int imm0_7
__builtin_msa_slli_d	v2i64	v2i64 a, int imm0_63
__builtin_msa_slli_h	v8i16	v8i16 a, int imm0_15
__builtin_msa_slli_w	v4i32	v4i32 a, int imm0_31
__builtin_msa_splat_b	v16i8	v16i8 a, i32 imm
__builtin_msa_splat_d	v2i64	v2i64 a, i32 imm
__builtin_msa_splat_h	v8i16	v8i16 a, i32 imm
__builtin_msa_splat_w	v4i32	v4i32 a, i32 imm
__builtin_msa_splati_b	v16i8	v16i8 a, int imm0_15
__builtin_msa_splati_d	v2i64	v2i64 a, int imm0_1
__builtin_msa_splati_h	v8i16	v8i16 a, int imm0_7
__builtin_msa_splati_w	v4i32	v4i32 a, int imm0_3
__builtin_msa_sra_b	v16i8	v16i8 a, v16i8 b
__builtin_msa_sra_d	v2i64	v2i64 a, v2i64 b
__builtin_msa_sra_h	v8i16	v8i16 a, v8i16 b
__builtin_msa_sra_w	v4i32	v4i32 a, v4i32 b
__builtin_msa_srai_b	v16i8	v16i8 a, int imm0_7
__builtin_msa_srai_d	v2i64	v2i64 a, int imm0_63
__builtin_msa_srai_h	v8i16	v8i16 a, int imm0_15
__builtin_msa_srai_w	v4i32	v4i32 a, int imm0_31
__builtin_msa_srar_b	v16i8	v16i8 a, v16i8 b
__builtin_msa_srar_d	v2i64	v2i64 a, v2i64 b
__builtin_msa_srar_h	v8i16	v8i16 a, v8i16 b
__builtin_msa_srar_w	v4i32	v4i32 a, v4i32 b
__builtin_msa_srari_b	v16i8	v16i8 a, int imm0_7
__builtin_msa_srari_d	v2i64	v2i64 a, int imm0_63
__builtin_msa_srari_h	v8i16	v8i16 a, int imm0_15
__builtin_msa_srari_w	v4i32	v4i32 a, int imm0_31
__builtin_msa_srl_b	v16i8	v16i8 a, v16i8 b
__builtin_msa_srl_d	v2i64	v2i64 a, v2i64 b
__builtin_msa_srl_h	v8i16	v8i16 a, v8i16 b
__builtin_msa_srl_w	v4i32	v4i32 a, v4i32 b
__builtin_msa_srli_b	v16i8	v16i8 a, int imm0_7
__builtin_msa_srli_d	v2i64	v2i64 a, int imm0_63
__builtin_msa_srli_h	v8i16	v8i16 a, int imm0_15
__builtin_msa_srli_w	v4i32	v4i32 a, int imm0_31
__builtin_msa_srlr_b	v16i8	v16i8 a, v16i8 b
__builtin_msa_srlr_d	v2i64	v2i64 a, v2i64 b
__builtin_msa_srlr_h	v8i16	v8i16 a, v8i16 b
__builtin_msa_srlr_w	v4i32	v4i32 a, v4i32 b
__builtin_msa_srlri_b	v16i8	v16i8 a, int imm0_7
__builtin_msa_srlri_d	v2i64	v2i64 a, int imm0_63
__builtin_msa_srlri_h	v8i16	v8i16 a, int imm0_15
__builtin_msa_srlri_w	v4i32	v4i32 a, int imm0_31
__builtin_msa_st_b	void	v16i8 a, void * mem, int imm_n512_511
__builtin_msa_st_d	void	v2i64 a, void * mem, int imm_n4096_4088
__builtin_msa_st_h	void	v8i16 a, void * mem, int imm_n1024_1022
__builtin_msa_st_w	void	v4i32 a, void * mem, int imm_n2048_2044
__builtin_msa_subs_s_b	v16i8	v16i8 a, v16i8 b
__builtin_msa_subs_s_d	v2i64	v2i64 a, v2i64 b
__builtin_msa_subs_s_h	v8i16	v8i16 a, v8i16 b
__builtin_msa_subs_s_w	v4i32	v4i32 a, v4i32 b
__builtin_msa_subs_u_b	v16u8	v16u8 a, v16u8 b
__builtin_msa_subs_u_d	v2u64	v2u64 a, v2u64 b
__builtin_msa_subs_u_h	v8u16	v8u16 a, v8u16 b
__builtin_msa_subs_u_w	v4u32	v4u32 a, v4u32 b
__builtin_msa_subsus_u_b	v16u8	v16u8 a, v16i8 b
__builtin_msa_subsus_u_d	v2u64	v2u64 a, v2i64 b
__builtin_msa_subsus_u_h	v8u16	v8u16 a, v8i16 b
__builtin_msa_subsus_u_w	v4u32	v4u32 a, v4i32 b
__builtin_msa_subsuu_s_b	v16i8	v16u8 a, v16u8 b
__builtin_msa_subsuu_s_d	v2i64	v2u64 a, v2u64 b
__builtin_msa_subsuu_s_h	v8i16	v8u16 a, v8u16 b
__builtin_msa_subsuu_s_w	v4i32	v4u32 a, v4u32 b
__builtin_msa_subv_b	v16i8	v16i8 a, v16i8 b
__builtin_msa_subv_d	v2i64	v2i64 a, v2i64 b
__builtin_msa_subv_h	v8i16	v8i16 a, v8i16 b
__builtin_msa_subv_w	v4i32	v4i32 a, v4i32 b
__builtin_msa_subvi_b	v16i8	v16i8 a, int imm0_31
__builtin_msa_subvi_d	v2i64	v2i64 a, int imm0_31
__builtin_msa_subvi_h	v8i16	v8i16 a, int imm0_31
__builtin_msa_subvi_w	v4i32	v4i32 a, int imm0_31
__builtin_msa_vshf_b	v16i8	v16i8 a, v16i8 b, v16i8 c
__builtin_msa_vshf_d	v2i64	v2i64 a, v2i64 b, v2i64 c
__builtin_msa_vshf_h	v8i16	v8i16 a, v8i16 b, v8i16 c
__builtin_msa_vshf_w	v4i32	v4i32 a, v4i32 b, v4i32 c
__builtin_msa_xor_v	v16u8	v16u8 a, v16u8 b
__builtin_msa_xori_b	v16u8	v16u8 a, int imm0_255
